year,assists,goals,hockeyAssists,completions,throwAttempts,throwaways,stalls,callahansThrown,yardsReceived,yardsThrown,hucksAttempted,hucksCompleted,catches,drops,blocks,callahans,pulls,obPulls,recordedPulls,recordedPullsHangtime,oPointsPlayed,oPointsScored,dPointsPlayed,dPointsScored,secondsPlayed,oOpportunities,oOpportunityScores,dOpportunities,dOpportunityStops,firstName,lastName,id,team
2015,29,16,40,503,525,20,0,0,0,0,0,0,375,1,8,1,4,0,4,27542,299,210,39,21,18898,421,230,211,135,Kyle,Stapleton,kstapleto,hustle
2014,0,3,1,9,11,2,0,0,0,0,0,0,15,0,1,0,1,0,1,6633,11,3,31,12,2523,42,15,56,32,Eric,Johnson,,
2015,15,30,9,107,120,9,0,0,0,0,0,0,144,3,12,0,0,0,0,0,129,81,140,41,14543,282,122,281,164,Nate,Page,npage,alleycats
2018,5,3,6,53,60,7,0,0,0,0,0,0,49,0,0,0,0,0,0,0,57,31,25,6,5405,88,33,56,27,Ryan,Bigley,rbigley,sol
2018,0,0,0,9,10,1,0,0,0,0,0,0,5,0,0,0,7,2,5,24525,3,1,10,3,579,9,4,15,6,Ryo,Kawaoka,rkawaoka,flamethrowers
2016,1,3,3,34,36,1,0,0,0,0,0,0,38,1,2,0,0,0,0,0,34,24,42,11,4141,74,35,80,42,Elliot,Trotter,etrotter,riptide
2018,6,3,5,30,35,2,1,0,0,0,0,0,37,1,2,0,6,0,6,28743,48,26,78,15,5765,104,41,136,58,Nolan,Walsh,nwalsh,flamethrowers
2018,18,11,12,132,149,15,0,0,0,0,0,0,149,1,1,0,9,0,9,50247,128,92,32,10,8691,184,101,112,64,Zeke,Ivers,zivers,growlers
2018,7,8,9,78,84,4,0,0,0,0,0,0,87,0,13,0,27,4,14,90196,32,16,197,59,13186,199,75,305,174,Brandon,Severson,bseverson,aviators
2017,7,1,15,129,134,3,0,0,0,0,0,0,107,0,1,0,0,0,0,0,67,53,5,1,3728,91,54,42,30,Mario,O'Brien,mobrien1,cascades
2017,0,0,0,8,8,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,4,4,22,6,1564,25,10,37,23,Ben,Ivers,bivers,empire
2017,4,3,4,41,46,4,0,0,0,0,0,0,38,0,0,0,1,0,1,5086,30,18,15,5,2175,45,23,35,16,Will,Griffin,wgriffin,growlers
2017,2,9,4,49,56,6,0,0,0,0,0,0,60,3,5,0,0,0,0,0,94,44,97,12,10599,190,56,224,101,Patrick,Lindsey,plindsey,nightwatch
2016,32,17,19,213,243,29,0,0,0,0,0,0,246,0,9,0,9,1,8,53752,239,158,29,10,16683,372,168,222,149,Taylor,Brooks,tbrooks,empire
2012,4,18,0,28,31,3,0,0,0,0,0,0,49,1,17,0,0,0,0,0,34,31,30,8,0,0,0,0,0,Patrick,Lindsey,,
2018,0,7,1,15,17,2,0,0,0,0,0,0,25,2,1,0,0,0,0,0,13,6,93,17,4809,72,23,137,61,Joshua,Yuan,jyuan,flamethrowers
2017,1,4,3,13,15,2,0,0,0,0,0,0,18,1,1,0,6,1,5,29647,11,7,74,20,5266,76,27,117,67,Nolan,Walsh,nwalsh,flamethrowers
2015,16,8,20,335,359,16,3,0,0,0,0,0,287,4,4,0,0,0,0,0,206,140,30,15,14453,319,155,192,126,Mario,O'Brien,mobrien1,cascades
2016,7,8,10,76,88,11,0,0,0,0,0,0,75,2,12,0,24,2,22,132200,36,17,126,54,10409,182,71,232,155,Clark,Cofer,ccofer,empire
2017,0,2,1,14,15,1,0,0,0,0,0,0,17,0,3,0,0,0,0,0,5,4,63,10,3488,43,14,86,40,Jon,Wenger,jwenger,alleycats
2015,5,8,6,32,36,4,0,0,0,0,0,0,39,0,14,0,0,0,0,0,6,2,112,55,8093,119,57,171,117,Ian,Guerin,iguerin,empire
2018,14,15,13,165,192,24,0,0,0,0,0,0,149,3,15,0,86,4,82,431561,119,73,129,24,13730,259,97,274,152,Jordan,Jeffery,jjeffery,flamethrowers
2016,5,10,6,38,44,6,0,0,0,0,0,0,46,0,10,0,0,0,0,0,18,5,131,45,9252,140,50,217,124,Ian,Guerin,iguerin,empire
2015,22,20,23,266,289,14,0,0,0,0,0,0,236,2,7,0,8,0,2,11415,161,95,80,27,13998,312,122,257,157,Scott,Westwell,swestwell,outlaws
2014,7,12,5,137,154,16,1,0,0,0,0,0,151,8,6,0,0,0,0,0,159,71,41,4,13112,275,75,233,118,Connor,Lukas,,
2013,5,20,0,30,32,2,0,0,0,0,0,0,48,4,20,0,1,0,0,0,11,1,159,61,0,0,0,0,0,Robbie,Craven,,
2016,14,31,16,128,143,13,0,0,0,0,0,0,148,2,6,0,0,0,0,0,189,126,95,35,14451,324,161,255,140,Aaron,Schwartz,aschwartz1,alleycats
2016,4,21,5,51,55,4,0,0,0,0,0,0,75,4,17,0,0,0,0,0,50,26,196,78,14063,249,103,320,212,Matt,Weber,mweber,radicals
2016,24,8,33,596,615,15,1,0,0,0,0,0,487,1,2,0,0,0,0,0,281,184,20,12,17502,385,196,202,110,Allen,Lai,alai,aviators
2018,1,0,1,12,13,1,0,0,0,0,0,0,12,1,1,0,0,0,0,0,5,1,41,5,2497,26,6,60,22,Liam,Rosen,lrosen,thunderbirds
2015,34,5,24,277,299,17,1,0,0,0,0,0,194,0,6,0,12,2,10,53846,45,26,193,83,17000,258,109,329,222,Isaiah,Bryant,ibryant,empire
2018,12,12,8,110,116,3,0,0,0,0,0,0,124,2,6,0,0,0,0,0,122,96,28,4,8986,179,100,97,65,Scott,Richgels,srichgels,radicals
2016,8,11,11,169,185,15,0,0,0,0,0,0,145,2,4,0,0,0,0,0,203,135,43,18,11458,291,153,174,91,Mario,O'Brien,mobrien1,cascades
2017,3,3,4,30,33,2,0,0,0,0,0,0,35,2,8,0,0,0,0,0,10,2,167,46,8769,112,48,229,107,Devon,Williams,dwilliams,flamethrowers
2018,11,16,8,61,66,4,0,0,0,0,0,0,76,2,12,0,1,0,1,6548,50,32,231,64,14869,224,96,340,181,Kip,Curtis,kcurtis,alleycats
2018,3,6,6,91,104,11,0,0,0,0,0,0,106,1,3,0,0,0,0,0,121,79,29,8,7683,182,87,118,65,Matt,Parisi,mparisi,growlers
2016,2,3,12,141,146,4,1,0,0,0,0,0,95,0,1,0,0,0,0,0,87,56,9,6,6185,139,62,82,59,David,Janssen,djanssen,outlaws
2018,24,3,17,306,321,11,1,0,0,0,0,0,235,0,6,0,18,2,14,104526,128,82,103,40,13644,224,122,186,98,Kyle,Stapleton,kstapleto,hustle
2015,16,19,10,103,112,8,3,0,0,0,0,0,124,7,6,0,0,0,0,0,121,96,51,12,10685,218,108,145,104,Scott,Richgels,srichgels,radicals
2015,44,24,14,234,260,26,2,0,0,0,0,0,275,0,3,0,7,1,6,42887,243,158,26,10,15551,367,168,214,143,Taylor,Brooks,tbrooks,empire
2016,1,7,7,28,33,5,0,0,0,0,0,0,40,1,8,0,4,0,4,28627,33,15,142,35,8611,125,50,209,97,Josiah,Mort,jmort,spiders
2017,42,9,21,449,481,26,0,0,0,0,0,0,334,5,4,0,6,0,6,39799,254,168,56,27,18501,388,195,236,145,Zeke,Ivers,zivers,growlers
2015,24,13,11,153,167,13,2,0,0,0,0,0,154,2,5,0,7,0,7,39731,108,65,207,53,18495,256,118,333,153,Will,Griffin,wgriffin,growlers
2016,5,4,6,70,78,8,0,0,0,0,0,0,60,1,6,0,25,0,25,143717,26,14,74,17,5199,76,31,112,50,Sam,Little,slittle,hustle
2018,0,0,0,3,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,1,26,7,1286,23,8,37,18,Etienne,Blaszkewycz,eblaszkew,outlaws
2017,11,16,14,109,122,10,1,0,0,0,0,0,138,3,3,0,0,0,0,0,179,106,15,5,10907,252,111,148,83,Leon,Forest-Nault,lforestna,outlaws
2016,7,2,9,64,76,8,0,0,0,0,0,0,48,3,4,0,0,0,0,0,10,4,165,54,8845,153,58,254,147,Cooper,Brotman,cbrotman,outlaws
2017,1,0,0,3,5,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,1,2,1,371,8,2,8,6,Craig,Cox,ccox,empire
2018,2,4,1,20,22,1,0,0,0,0,0,0,26,2,6,0,0,0,0,0,19,10,97,16,5353,73,26,139,55,Devon,Williams,dwilliams,flamethrowers
2018,0,1,1,31,33,2,0,0,0,0,0,0,32,1,3,0,2,0,2,10317,11,8,76,9,4657,75,17,132,65,Cameron,Beck,bcameron,flamethrowers
2018,11,7,3,42,55,11,0,0,0,0,0,0,60,2,5,0,65,3,62,427508,17,6,155,43,8797,134,49,226,124,Jon,Wenger,jwenger,alleycats
2014,4,15,1,10,14,4,0,0,0,0,0,0,29,2,13,0,0,0,0,0,22,4,171,58,10582,159,61,247,148,Matt,Weber,,
2014,7,22,13,130,141,10,2,0,0,0,0,0,164,5,6,0,13,2,11,57268,167,117,73,28,14962,307,145,228,145,Sam,Taylor,,
2015,10,23,21,191,203,10,0,0,0,0,0,0,219,3,9,0,1,0,0,0,225,148,47,17,15726,370,165,231,152,Leon,Forest-Nault,lforestna,outlaws
2013,6,25,0,92,97,5,0,0,0,0,0,0,116,2,19,0,0,0,0,0,21,12,236,87,0,0,0,0,0,Ben,Ivers,,
2018,0,0,0,3,4,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,4,1,20,4,1543,15,5,29,11,Sam,Murphy,smurphy,sol
2017,10,25,20,148,169,18,0,0,0,0,0,0,185,8,4,0,0,0,0,0,284,194,41,19,18484,432,213,254,165,Aaron,Schwartz,aschwartz1,alleycats
2017,0,3,1,3,3,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,2,1,35,8,1899,20,9,46,18,Conrad,Schloer,cschloer,empire
2016,22,19,21,441,459,13,0,0,0,0,0,0,395,2,1,0,0,0,0,0,299,194,21,12,18045,397,206,200,109,Steven,Brooks,sbrooks,aviators
2018,2,1,1,9,9,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,24,17,2,0,1225,32,17,17,9,Alexi,Zalk,azalk,empire
2018,10,3,8,136,161,21,1,0,0,0,0,0,93,1,3,0,119,6,113,687996,62,30,132,25,10243,166,55,232,114,Cody,Kirkland,ckirkland,flamethrowers
2016,8,13,4,63,64,1,0,0,0,0,0,0,75,1,12,0,0,0,0,0,27,9,134,47,9271,137,56,203,117,Brandon,Severson,bseverson,aviators
2015,9,15,10,72,77,5,0,0,0,0,0,0,91,1,1,0,0,0,0,0,101,60,58,26,9949,174,86,138,75,Matt,Parisi,mparisi,growlers
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,279,3,0,11,2,Kevin,Halprin,khalprin,sol
2014,1,8,2,23,31,6,0,0,0,0,0,0,37,2,8,0,2,0,2,3035,19,8,92,27,6825,101,35,150,84,Nate,Page,,
2016,1,0,1,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,9,6,351,10,7,12,9,Kevin,Halprin,khalprin,sol
2012,0,11,0,14,18,2,0,0,0,0,0,0,27,1,7,0,0,0,0,0,18,16,19,4,0,0,0,0,0,Ben,Ivers,,
2018,18,13,14,158,168,9,0,0,0,0,0,0,149,1,2,0,5,2,3,19111,107,82,29,15,8049,184,96,109,80,Hugh,Knapp,hknapp,rush
2018,10,17,7,105,117,10,0,0,0,0,0,0,119,3,16,0,0,0,0,0,101,79,175,53,15932,293,131,324,201,Aaron,Schwartz,aschwartz1,alleycats
2018,4,3,4,33,35,1,0,0,0,0,0,0,37,4,3,0,5,0,5,21010,28,16,102,13,5855,84,29,154,58,Alex,Grande,agrande,flamethrowers
2015,4,17,4,13,13,0,0,0,0,0,0,0,30,2,9,0,0,0,0,0,24,9,138,49,8778,138,58,198,120,Matt,Weber,mweber,radicals
2017,4,6,3,34,35,0,1,0,0,0,0,0,41,1,3,0,0,0,0,0,47,32,3,1,2703,69,33,35,24,Scott,Richgels,srichgels,radicals
2018,3,1,3,65,74,8,0,0,0,0,0,0,62,0,3,0,6,1,5,18047,18,6,88,12,6006,81,18,144,64,Ben,Scharfstein,bscharfst,flamethrowers
2017,7,8,15,289,304,11,0,0,0,0,0,0,235,4,0,0,0,0,0,0,201,130,12,3,12843,273,133,146,79,Steven,Brooks,sbrooks,aviators
2018,2,2,3,45,51,5,0,0,0,0,0,0,43,1,5,0,6,0,6,32715,32,17,92,13,6636,96,30,152,67,Daniel,Naruo,dnaruo,flamethrowers
2018,2,5,3,21,25,4,0,0,0,0,0,0,23,0,5,0,0,0,0,0,2,1,71,19,3963,52,20,100,51,Igor,Smola,ismola,phoenix
2014,28,23,10,145,158,13,0,0,0,0,0,0,178,1,5,0,0,0,0,0,220,151,36,16,15243,356,167,211,148,Taylor,Brooks,,
2016,40,11,32,463,496,31,0,1,0,0,0,0,419,4,13,0,2,0,2,9676,244,142,89,26,21695,408,167,313,177,Will,Griffin,wgriffin,growlers
2017,25,11,15,144,155,10,0,0,0,0,0,0,161,6,10,0,1,0,0,0,187,114,36,4,12401,276,118,182,102,Tom,Radcliffe,tradcliff,nightwatch
2018,0,0,1,3,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,18,5,773,11,6,23,9,Ferdia,Rogers,frogers,sol
2013,38,13,0,289,322,33,0,0,0,0,0,0,233,2,20,0,5,0,0,0,52,19,231,103,0,0,0,0,0,Isaiah,Bryant,,
2013,22,27,0,124,142,18,0,0,0,0,0,0,166,0,13,0,0,0,0,0,143,102,65,33,0,0,0,0,0,Taylor,Brooks,,
2018,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,14,2,784,7,2,18,4,Hai,Trang,htrang,cascades
2016,7,4,10,171,186,15,0,0,0,0,0,0,143,1,14,0,141,4,136,866685,68,33,193,58,16820,273,91,363,212,Sam,Taylor,staylor,empire
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,15,3,668,9,4,20,7,Jackelyne,Nguyen,jnguyen1,flamethrowers
2017,2,5,4,99,103,3,0,0,0,0,0,0,65,0,4,0,0,0,0,0,94,59,4,2,5003,124,61,62,34,David,Janssen,djanssen,outlaws
2017,8,5,3,42,47,4,0,0,0,0,0,0,50,0,9,0,0,0,0,0,11,3,114,32,6571,86,35,160,77,Brandon,Severson,bseverson,aviators
2016,12,27,13,138,152,14,0,0,0,0,0,0,176,1,4,0,0,0,0,0,169,114,11,5,10558,245,119,134,85,Markian,Kuzmowycz,mkuzmowyc,empire
2017,3,1,6,117,138,16,0,0,0,0,0,0,101,0,1,0,41,1,34,214120,61,27,54,8,6669,126,35,141,69,Matthew,Gallin,mgallin,nightwatch
2016,6,10,9,50,56,5,0,0,0,0,0,0,66,1,4,0,0,0,0,0,55,36,39,13,4968,106,49,90,52,Eric,Greenwood,egreenwoo,flamethrowers
2018,7,39,31,199,210,10,0,0,0,0,0,0,247,3,6,0,0,0,0,0,293,217,22,12,17420,408,229,194,123,Brent,George,bgeorge,aviators
2018,0,1,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4,9,0,724,10,4,15,7,Vince,Tranquillo,vtranquil,thunderbirds
2017,6,19,8,61,68,5,0,0,0,0,0,0,84,5,9,0,1,0,1,4459,63,35,170,36,12409,195,71,287,137,Jordan,McGregor,jmcgregor,outlaws
2018,9,9,11,89,92,2,0,0,0,0,0,0,97,0,1,0,0,0,0,0,83,60,74,14,8756,138,73,136,58,Danny,On,don,hustle
2017,7,7,7,63,70,7,0,0,0,0,0,0,60,2,8,0,1,0,1,7203,34,21,160,47,9838,145,68,233,114,Vincenzo,Vitiello,vvitiello,flamethrowers
2016,10,15,10,168,188,16,0,0,0,0,0,0,143,5,8,0,4,0,4,18519,76,40,196,55,14864,262,95,355,199,Scott,Westwell,swestwell,outlaws
2016,0,3,0,4,5,1,0,0,0,0,0,0,8,0,3,0,1,0,1,4018,3,0,33,12,1724,25,12,44,23,Jason,Duiella,jduiella,rush
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,167,2,0,6,2,Nick,Nugent,nnugent,phoenix
2017,0,9,4,22,25,3,0,0,0,0,0,0,34,1,4,0,0,0,0,0,63,35,21,8,4707,94,43,67,36,Matt,Weiner,mweiner,empire
2018,3,3,1,20,23,2,0,0,0,0,0,0,25,1,2,0,42,4,38,297029,0,0,72,20,3411,55,20,105,57,Robbie,Craven,rcraven,alleycats
2015,9,11,12,255,267,11,0,1,0,0,0,0,199,2,3,0,0,0,0,0,149,103,24,14,10752,237,117,137,91,David,Janssen,djanssen,outlaws
2018,9,14,10,88,96,8,0,0,0,0,0,0,80,1,6,0,15,1,14,76402,107,76,57,14,9133,196,90,158,94,Vincenzo,Vitiello,vvitiello,flamethrowers
2016,14,3,14,210,228,17,0,0,0,0,0,0,166,0,2,1,24,1,23,132996,98,54,56,14,9041,172,67,154,82,Cody,Kirkland,ckirkland,growlers
2018,0,0,2,36,39,3,0,0,0,0,0,0,35,0,3,0,1,0,1,5915,6,1,49,15,3625,56,16,86,55,Steven,Borik,sborik,legion
2018,13,6,7,125,129,1,0,0,0,0,0,0,91,2,0,0,0,0,0,0,135,101,7,4,7689,185,105,80,52,Steven,Brooks,sbrooks,aviators
2015,5,1,4,106,119,13,0,0,0,0,0,0,91,0,1,0,24,0,24,150808,80,51,61,14,7353,137,65,124,58,Cody,Kirkland,ckirkland,growlers
2015,0,4,0,31,31,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,25,16,16,4,2129,39,20,34,14,Ryan,Slaughter,rslaughte,growlers
2015,23,0,11,356,411,48,2,1,0,0,0,0,300,1,16,0,205,12,191,1278536,94,42,214,41,17168,286,83,396,209,Matthew,Gallin,mgallin,nightwatch
2016,22,13,18,209,228,18,0,0,0,0,0,0,239,3,5,0,0,0,0,0,197,106,90,27,18647,337,132,276,150,Matt,Parisi,mparisi,growlers
2016,9,18,14,95,112,17,0,0,0,0,0,0,106,3,17,0,10,1,9,58141,62,35,164,63,12656,233,98,282,182,Nate,Page,npage,alleycats
2013,27,19,0,172,193,21,0,0,0,0,0,0,183,0,1,0,1,0,0,0,24,14,75,37,0,0,0,0,0,David,Hochhalter,,
2017,6,5,7,45,53,7,0,0,0,0,0,0,49,1,6,0,7,0,5,34656,54,28,24,6,5466,108,34,97,57,Rumi,Tejpar,rtejpar,riptide
2017,2,20,5,53,59,6,1,0,0,0,0,0,81,12,11,0,0,0,0,0,98,54,58,12,9671,197,66,185,105,Patrick,Church,pchurch,riptide
2016,15,47,15,109,118,8,1,0,0,0,0,0,164,2,5,0,0,0,0,0,236,159,32,12,14504,317,171,165,90,Bryan,Nguyen,bnguyen,aviators
2017,3,6,5,39,40,1,0,0,0,0,0,0,44,1,6,0,1,0,0,0,11,0,140,48,8480,111,48,195,104,John,Agan,jagan,breeze
2012,5,10,0,86,99,10,0,0,0,0,0,0,106,5,10,0,0,0,0,0,17,10,16,7,0,0,0,0,0,Aaron,Del Real,,
2017,2,6,4,49,51,2,0,0,0,0,0,0,52,2,10,0,1,0,1,5752,41,24,123,35,9718,167,59,226,132,David,Ferraro,dferraro,royal
2017,4,0,1,49,57,7,0,0,0,0,0,0,40,0,2,0,0,0,0,0,26,14,17,1,2555,51,15,51,25,Andrew,Lucarotti,alucarott,mechanix
2017,3,2,3,41,50,4,0,0,0,0,0,0,31,3,2,0,2,0,1,5863,28,14,65,3,5350,87,17,133,59,Kyle,Welch,kwelch,nightwatch
2017,4,1,5,60,69,9,0,1,0,0,0,0,52,2,3,0,3,1,2,9057,20,6,92,23,6342,109,29,168,94,Jimmy,Robin,jrobin,union
2014,5,2,5,88,93,4,1,0,0,0,0,0,75,3,3,0,0,0,0,0,36,21,78,22,6900,106,43,135,72,Nicholas,Simonelli,,
2013,2,7,0,43,47,4,0,0,0,0,0,0,46,3,10,0,20,9,0,0,31,14,40,14,0,0,0,0,0,Andy,Barnhart,,
2013,12,3,0,123,127,4,0,0,0,0,0,0,100,1,4,0,0,0,0,0,52,28,59,28,0,0,0,0,0,Ben,Murphy,,
2017,4,7,3,26,30,3,0,0,0,0,0,0,34,3,5,0,0,0,0,0,12,10,135,23,7269,88,32,187,82,Lucky,Mosola,lmosola,sol
2016,0,1,1,2,5,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,1,22,5,909,18,6,34,18,Brian,Rathunde,brathunde,union
2016,32,7,33,384,435,35,0,0,0,0,0,0,325,3,14,0,7,0,7,34747,131,76,190,54,19852,366,130,406,242,Danny,Collom,dcollom,windchill
2016,11,7,21,193,210,14,0,0,0,0,0,0,181,1,16,0,1,0,1,1833,219,148,46,20,14789,369,168,238,156,Raynald,Nemours,rnemours,royal
2015,1,1,1,6,8,2,0,0,0,0,0,0,8,0,1,0,4,0,4,13888,4,2,34,6,1532,19,8,43,15,Logan,Weiss,lweiss,cascades
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,1,0,1,1,Jay,Drescher,jdrescher,windchill
2013,23,12,0,272,301,28,1,0,0,0,0,0,216,2,13,0,59,2,0,0,90,68,158,66,0,0,0,0,0,Jadon,Scullion,,
2017,18,8,32,336,371,27,1,0,0,0,0,0,273,2,4,0,5,0,5,28188,204,146,70,30,16789,364,175,251,169,Jon,Neeley,jneeley,breeze
2017,0,3,3,32,43,9,0,0,0,0,0,0,24,0,0,0,1,0,1,4032,53,26,30,4,4310,89,30,88,37,Justin,Moore,jmoore,nightwatch
2017,6,2,5,70,74,2,0,0,0,0,0,0,55,1,1,0,2,0,2,13345,43,26,26,5,3546,74,31,66,32,Sam,Creed,screed,riptide
2016,5,0,4,75,89,12,0,0,0,0,0,0,69,2,4,0,0,0,0,0,50,27,59,13,6467,142,40,159,96,Andrew,Tang,atang,mechanix
2016,6,12,5,46,49,3,0,0,0,0,0,0,58,1,18,0,0,0,0,0,38,21,169,44,10026,177,65,268,145,Lucky,Mosola,lmosola,sol
2016,11,3,6,310,342,23,0,0,0,0,0,0,261,6,11,0,0,0,0,0,166,82,91,24,17419,374,106,342,222,Dutch,Kirkman,dkirkman,mechanix
2017,21,10,22,307,338,26,0,1,0,0,0,0,248,6,9,0,4,0,0,0,116,71,129,41,15141,299,112,301,187,Félix-Antoine,Daigle,fdaigle,royal
2013,1,1,0,6,7,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,18,4,19,5,0,0,0,0,0,Jeremy,Kanter,,
2015,12,8,9,114,126,10,0,0,0,0,0,0,117,4,10,0,20,0,13,79437,29,15,219,60,13586,190,74,329,167,Stephen,Ierardi,sierardi,cannons
2017,1,5,0,15,15,0,0,0,0,0,0,0,15,0,10,0,1,0,1,8124,11,5,110,33,5884,93,38,158,83,David,Boylan-Kolchin,dboylanko,breeze
2015,6,7,2,60,69,7,0,0,0,0,0,0,63,1,18,0,47,2,43,259790,37,18,178,51,11441,178,69,284,153,Philippe,Thivierge,pthivierg,royal
2017,26,10,18,146,179,23,0,0,0,0,0,0,157,1,9,0,44,2,38,233794,90,56,63,15,8947,183,71,168,96,Tim,Tsang,ttsang,riptide
2017,1,1,1,18,20,2,0,0,0,0,0,0,18,1,2,0,27,3,0,0,5,1,43,10,3175,42,11,71,38,Thomas,McAlear,tmcalear,royal
2015,12,10,6,58,62,2,0,0,0,0,0,0,69,3,3,0,0,0,0,0,70,56,10,6,4661,112,62,58,42,Nate,Thibedeau,nthibedea,radicals
2016,2,0,0,26,28,2,0,0,0,0,0,0,27,3,3,0,0,0,0,0,5,2,57,12,3367,53,14,92,49,Ben,Breault,bbreault,hustle
2013,14,3,0,259,264,5,0,0,0,0,0,0,191,1,6,0,3,1,0,0,121,84,50,29,0,0,0,0,0,Austin,Lien,,
2016,5,20,11,80,84,4,0,0,0,0,0,0,97,4,15,0,16,1,15,85106,31,4,252,91,16500,229,94,369,210,Brian,Marshall,bmarshall,breeze
2015,16,8,21,182,206,21,0,0,0,0,0,0,191,2,13,0,30,0,30,177912,150,99,82,23,11995,245,122,200,103,Rumi,Tejpar,rtejpar,riptide
2016,3,11,7,57,61,4,1,0,0,0,0,0,67,2,3,0,0,0,0,0,97,49,50,9,8107,156,58,144,67,Justin,Moore,jmoore,nightwatch
2017,13,33,9,86,98,8,0,0,0,0,0,0,122,3,4,0,0,0,0,0,141,90,49,6,9832,217,96,169,83,Ethan,Downs,edowns,nightwatch
2012,0,0,0,24,34,3,0,0,0,0,0,0,27,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,Jeremy,Kanter,,
2017,6,7,5,54,57,3,0,0,0,0,0,0,60,0,2,0,2,0,2,10437,81,64,65,15,6796,141,78,126,64,Nathan,Sany,nsany,sol
2015,27,9,12,163,203,33,0,0,0,0,0,0,165,3,29,0,83,4,79,455917,94,61,95,33,12749,261,93,242,169,Jay,Drescher,jdrescher,windchill
2016,7,5,7,105,120,11,0,0,0,0,0,0,98,1,1,0,4,0,4,8533,87,47,24,8,7646,162,55,125,84,Ben,Murphy,bmurphy,mechanix
2014,0,7,1,19,21,2,0,0,0,0,0,0,27,0,3,0,0,0,0,0,20,12,60,20,4749,76,32,100,58,Jean-Philippe,Riopel,,
2014,29,14,16,140,163,19,0,0,0,0,0,0,135,1,27,0,179,16,163,1036878,81,50,217,74,17111,269,124,338,196,Jay,Drescher,,
2013,10,12,0,120,125,4,1,0,0,0,0,0,135,6,5,0,8,0,0,0,98,49,93,30,0,0,0,0,0,Nicholas,Simonelli,,
2017,4,4,6,49,55,5,0,0,0,0,0,0,43,0,3,0,0,0,0,0,21,13,96,23,5864,77,36,129,59,Karl,Staber,kstaber,hustle
2014,13,5,28,551,578,13,0,0,0,0,0,0,460,4,2,0,6,0,6,39837,247,159,57,18,18213,381,177,245,137,Austin,Lien,,
2015,0,1,0,6,7,1,0,0,0,0,0,0,7,1,3,0,0,0,0,0,4,0,59,17,3145,46,17,86,44,Ryan,Jarvis,rjarvis,alleycats
2015,5,2,5,33,39,5,0,0,0,0,0,0,35,0,8,0,1,0,1,4802,33,16,82,24,6633,111,40,141,81,Taylor,Goforth,tgoforth,hustle
2017,3,9,5,49,56,5,0,0,0,0,0,0,64,6,4,0,0,0,0,0,84,41,64,8,8036,160,49,170,85,Ted,Chu,tchu,riptide
2015,31,34,31,304,334,23,0,0,0,0,0,0,294,2,10,0,2,0,1,6240,294,205,57,24,20973,448,229,258,171,Michael,Hickson,mhickson,cannons
2017,3,2,1,35,38,3,0,0,0,0,0,0,36,3,3,0,0,0,0,0,9,4,93,24,4983,62,28,121,53,Keven,Moldenhauer,kmoldenha,breeze
2017,1,4,4,54,57,3,0,0,0,0,0,0,48,0,2,0,0,0,0,0,1,0,95,21,5960,71,21,144,71,Mauricio,Martinez,mmartinez,royal
2017,2,4,4,83,90,7,0,0,0,0,0,0,62,2,0,0,0,0,0,0,143,74,31,4,8661,211,78,161,73,Jesse,Shofner,jshofner,nightwatch
2014,2,5,6,34,37,3,0,0,0,0,0,0,37,3,13,0,0,0,0,0,11,8,90,44,5685,104,50,138,99,Dan,Rowan,,
2016,8,20,11,68,83,15,1,0,0,0,0,0,102,6,4,0,0,0,0,0,159,113,14,5,9129,231,116,122,78,David,Boylan-Kolchin,dboylanko,breeze
2016,27,21,15,209,231,20,0,0,0,0,0,0,199,3,11,0,64,1,60,358551,119,76,121,32,13180,237,108,241,128,Tim,Tsang,ttsang,riptide
2017,28,5,8,282,319,34,2,0,0,0,0,0,271,2,2,0,21,0,21,122556,196,134,58,16,13747,307,149,211,119,Jason,Schafer,jschafer,sol
2017,5,12,2,33,37,3,0,0,0,0,0,0,48,2,6,0,1,0,1,5367,72,44,58,14,7298,148,58,145,82,Peter,Galbraith,pgalbrait,riptide
