year,assists,goals,hockeyAssists,completions,throwAttempts,throwaways,stalls,callahansThrown,yardsReceived,yardsThrown,hucksAttempted,hucksCompleted,catches,drops,blocks,callahans,pulls,obPulls,recordedPulls,recordedPullsHangtime,oPointsPlayed,oPointsScored,dPointsPlayed,dPointsScored,secondsPlayed,oOpportunities,oOpportunityScores,dOpportunities,dOpportunityStops,firstName,lastName,id,team
2022,0,7,4,17,18,1,0,0,316,94,1,0,18,0,18,0,125,13,111,795428,6,3,146,48,11656,85,50,169,89,Dean,Ramsey,dramsey,hustle
2019,23,33,31,264,275,11,0,0,0,0,0,0,285,3,8,1,0,0,0,0,197,143,82,36,18560,316,178,206,123,Matt,Smith,msmith,hustle
2022,0,1,0,2,2,0,0,0,95,-9,0,0,3,0,0,0,0,0,0,0,1,1,17,3,956,6,4,19,5,Matt,Reynolds,mreynolds,thunderbirds
2023,3,12,12,92,94,1,0,0,776,507,2,1,106,3,16,0,0,0,0,0,42,25,194,77,16616,177,99,267,144,Tanner,Barcus,tbarcus,windchill
2019,1,8,8,38,41,3,0,0,0,0,0,0,42,0,12,0,2,0,2,9725,49,26,130,29,9883,125,55,178,83,Brett,Hulsmeyer,bhulsmeye,hustle
2015,30,31,31,248,267,19,0,0,0,0,0,0,297,3,7,0,0,0,0,0,217,159,32,15,13689,307,174,151,99,Christian,Olsen,colsen,hustle
2017,35,10,37,549,574,19,0,0,0,0,0,0,405,2,9,0,0,0,0,0,294,195,51,34,23201,493,226,303,209,Jonathan,Mast,jmast,thunderbirds
2018,3,11,0,20,22,2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,43,29,12,5,3449,77,34,54,35,Chris,Graber,cgraber,thunderbirds
2022,2,3,3,60,67,5,0,0,167,167,1,0,56,0,3,0,0,0,0,0,0,0,146,40,11251,81,40,187,88,Will,Casperson,wcasperso,radicals
2021,3,6,3,36,39,3,0,0,581,194,1,1,42,0,12,0,0,0,0,0,7,1,163,48,10920,98,49,206,111,James,Kittlesen,jkittlese,windchill
2018,30,18,28,295,311,14,0,0,0,0,0,0,312,3,9,0,0,0,0,0,152,100,124,42,15970,263,141,234,119,Christian,Olsen,colsen,hustle
2021,15,17,25,180,201,20,0,0,1756,949,6,2,217,1,3,0,0,0,0,0,251,162,1,1,17284,316,163,151,75,Connor,Newell,cnewell,thunderbirds
2023,8,1,5,46,64,15,0,0,206,548,14,5,45,0,5,0,93,1,60,366871,6,2,124,35,9229,79,36,163,88,Sam,VanDusen,svandusen,thunderbirds
2022,16,15,21,358,371,10,1,0,491,2280,5,4,289,0,7,0,0,0,0,0,186,137,18,4,14755,238,141,109,56,Christian,Olsen,colsen,hustle
2017,17,5,10,107,129,18,0,0,0,0,0,0,89,2,9,0,36,3,30,189823,53,27,107,21,9268,136,48,188,89,Parker,Bray,pbray,hustle
2022,4,13,4,64,65,1,0,0,712,409,0,0,73,0,2,0,9,2,6,40094,46,32,108,37,11001,116,69,151,71,Jordan,Taylor,jtaylor,windchill
2017,6,25,4,65,76,10,0,0,0,0,0,0,103,5,6,0,0,0,0,0,40,15,283,72,15974,216,87,393,187,Jakeem,Polk,jpolk,cannons
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alex,Warrington,awarringt,thunderbirds
2017,2,0,3,31,31,0,0,0,0,0,0,0,22,1,3,0,0,0,0,0,12,7,61,14,3482,40,21,78,29,Matthew,Knowles,mknowles,hustle
2017,7,12,11,129,138,8,0,0,0,0,0,0,121,3,11,0,2,0,2,11267,58,28,196,52,12745,220,79,322,170,Kenny,Furdella,kfurdella,thunderbirds
2023,7,6,10,70,76,5,0,0,1258,425,4,2,81,0,4,0,0,0,0,0,133,83,19,10,11348,195,93,118,69,Michael,Jordan,mjordan,windchill
2023,3,1,8,78,81,3,0,0,78,424,0,0,61,3,0,0,0,0,0,0,30,20,32,10,4584,58,30,59,28,Connor,Newell,cnewell,thunderbirds
2023,0,0,0,2,2,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,4,2,18,2,1737,13,4,26,10,Matthew,Montera,mmontera,thunderbirds
2022,25,12,20,325,366,35,0,0,1194,2365,22,16,282,3,5,0,61,7,49,294921,144,71,140,36,20153,285,107,315,164,Billy,O'Bryan,bobryan,cannons
2019,3,6,6,47,54,7,0,0,0,0,0,0,53,2,28,0,0,0,0,0,37,8,216,45,13305,172,53,311,147,James,Kittlesen,jkittlese,windchill
2023,6,2,3,49,55,4,0,0,62,265,1,1,39,1,2,0,2,0,1,3130,4,1,84,30,6732,65,31,114,64,Andrew ,Thompson,athompson,thunderbirds
2023,14,21,12,156,171,15,0,0,1709,1156,6,3,187,0,4,0,1,0,1,11427,188,117,19,6,14718,260,123,148,90,Jordan,Taylor,jtaylor,windchill
2022,3,0,3,31,31,0,0,0,103,281,2,2,19,2,4,0,0,0,0,0,12,9,82,25,5928,60,34,104,48,Tanner,Robinson,trobinson,hustle
2021,4,0,5,35,39,4,0,0,110,279,4,3,34,0,1,0,0,0,0,0,0,0,120,35,9476,66,35,145,76,Matthew,Knowles,mknowles,hustle
2022,15,15,10,81,87,4,0,0,863,780,9,6,86,2,9,0,0,0,0,0,22,16,152,58,12565,121,73,198,104,Bret,Bergmeier,bbergmeie,windchill
2018,0,3,1,9,10,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,10,6,10,4,1634,27,10,27,17,Karl,Ekwurtzel,kekwurtze,hustle
2022,13,10,11,144,159,11,0,0,589,1589,11,10,129,0,4,0,7,0,7,52779,127,92,35,8,10891,176,100,105,53,Parker,Bray,pbray,hustle
2022,16,20,17,128,131,1,1,0,1986,945,2,2,151,0,3,0,0,0,0,0,156,116,10,3,10807,190,119,74,36,Matt,Smith,msmith,hustle
2022,10,3,1,64,73,7,0,0,345,676,14,7,60,0,0,0,0,0,0,0,32,19,0,0,2228,40,19,20,11,Kai,Marcus,kmarcus,radicals
2022,18,13,22,341,361,15,1,0,605,2417,5,4,298,2,6,0,0,0,0,0,210,131,1,0,13867,267,131,136,69,Connor,Newell,cnewell,thunderbirds
2019,7,28,12,121,128,6,0,0,0,0,0,0,154,7,6,0,0,0,0,0,194,144,35,20,14806,299,164,164,113,Michael,Jordan,mjordan,windchill
2017,3,9,10,87,89,1,0,0,0,0,0,0,93,1,15,0,0,0,0,0,40,16,254,69,15547,204,85,361,172,Bradley,Seuntjens,bseuntjen,cannons
2021,0,0,1,8,8,0,0,0,106,-20,0,0,7,0,2,0,0,0,0,0,3,2,48,10,3339,19,12,55,16,Thomas,Hansen,thansen,thunderbirds
2019,13,30,22,164,175,9,0,0,0,0,0,0,196,5,10,0,0,0,0,0,222,156,35,19,16044,319,175,171,114,Jimmy,Towle,jtowle,thunderbirds
2023,4,3,1,28,29,1,0,0,153,134,0,0,26,0,3,1,0,0,0,0,0,0,104,34,8093,64,32,131,67,Bradley,Fleming,bfleming,hustle
2018,10,10,6,221,234,10,0,0,0,0,0,0,146,1,4,0,0,0,0,0,120,66,62,13,11928,222,79,203,112,Kenny,Furdella,kfurdella,thunderbirds
2021,4,4,1,33,35,2,0,0,564,9,0,0,37,0,9,0,41,3,38,384024,1,1,165,59,12281,114,60,214,120,Brandon,Matis,bmatis,windchill
2018,8,11,8,68,72,4,0,0,0,0,0,0,75,3,3,0,5,0,2,12062,80,57,21,6,5409,107,62,59,31,Michael,Fairley,mfairley,cannons
2022,16,9,9,83,90,6,0,0,818,1174,15,12,74,3,9,0,24,4,20,105013,42,33,130,40,12250,117,73,172,80,JP,Burns,jburns,hustle
2022,16,9,9,83,90,6,0,0,818,1174,15,12,74,3,9,0,24,4,20,105013,42,33,130,40,12250,117,73,172,80,JP,Burns,jburns,allstars2
2023,15,16,16,122,132,9,1,1,1132,926,11,7,133,0,10,1,3,0,3,39340,39,26,181,66,15282,159,89,244,133,Bret,Bergmeier,bbergmeie,windchill
2023,4,3,2,22,22,0,0,0,206,80,0,0,22,0,1,0,0,0,0,0,4,4,68,29,4925,46,33,81,46,Alex,Thomas,athomas,thunderbirds
2019,43,8,17,251,295,35,0,0,0,0,0,0,183,3,10,0,238,13,209,1215618,71,30,255,74,19731,256,103,393,207,Sam,VanDusen,svandusen,thunderbirds
2023,1,3,1,8,9,1,0,0,225,18,0,0,12,0,1,0,15,1,7,50726,2,1,55,19,4200,43,20,75,42,Logan,Call,lcall,thunderbirds
2023,18,13,13,195,201,5,0,0,1048,1390,8,6,203,1,3,0,0,0,0,0,138,99,6,2,9914,167,101,62,33,Liam,Haberfield,lhaberfie,hustle
2023,11,11,13,338,354,13,0,0,557,2086,9,4,277,3,6,0,0,0,0,0,211,143,20,4,15900,279,147,143,80,Noah,Celuch,nceluch,thunderbirds
2023,4,2,1,17,18,1,0,0,153,99,2,2,20,0,0,0,0,0,0,0,19,11,0,0,1246,25,11,14,6,Dylan,Best,dbest,thunderbirds
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David,Snead,dsnead,thunderbirds
2015,17,66,22,220,226,4,0,0,0,0,0,0,291,6,3,0,1,0,1,6700,266,192,34,17,16103,371,208,183,115,Matt,Smith,msmith,hustle
2023,2,6,2,42,46,4,0,0,615,1,0,0,52,0,4,0,0,0,0,0,36,23,75,24,8110,102,47,127,70,Jacob,Anthuvan,janthuvan,thunderbirds
2019,1,5,9,33,42,8,0,0,0,0,0,0,46,0,4,0,3,0,3,11988,35,14,136,30,10038,116,44,205,84,Steve,Mogielski,smogielsk,thunderbirds
2016,1,4,0,13,19,4,0,0,0,0,0,0,23,1,3,0,0,0,0,0,20,10,16,3,2370,58,13,59,38,Bryan,Vohnoutka,bvohnoutk,windchill
2016,1,4,0,13,19,4,0,0,0,0,0,0,23,1,3,0,0,0,0,0,20,10,16,3,2370,58,13,59,38,Bryan,Vohnoutka,bvohnoutk,windchill
2023,2,4,5,93,98,5,0,0,355,605,2,2,87,2,2,0,2,0,2,7411,64,36,86,24,11449,141,60,163,80,Michael,Dillard,mdillard,thunderbirds
2022,15,21,9,103,112,8,0,0,2026,537,6,5,131,1,3,0,0,0,0,0,198,108,70,12,15540,266,120,213,88,Jacob,Anthuvan,janthuvan,mechanix
2016,3,2,0,10,13,2,0,0,0,0,0,0,11,0,4,0,0,0,0,0,4,4,34,16,2851,49,20,61,46,Joshua,Wilson,jwilson,radicals
2023,7,14,18,231,247,15,1,0,1373,1354,5,3,242,5,4,0,0,0,0,0,150,95,67,22,15581,217,117,164,76,Ben,Landry,blandry,alleycats
2023,3,4,3,35,37,2,0,0,430,93,0,0,32,1,11,0,4,0,4,30423,25,8,136,37,11352,111,44,199,104,Asher,Lantz,alantz,union
2019,61,18,40,558,585,27,0,0,146,461,4,3,521,1,14,0,49,4,45,323050,273,193,92,36,24167,424,229,267,171,Travis,Carpenter,tcarpente,alleycats
2023,19,26,25,346,356,8,0,0,2683,1811,6,4,382,2,5,0,0,0,0,0,232,166,24,5,17919,278,171,128,60,Rick,Gross,rgross,alleycats
2023,22,15,21,294,321,22,0,0,2462,2011,15,11,326,7,7,0,0,0,0,0,263,139,4,1,19498,335,139,192,90,Nicholas,Betsch,nbetsch,mechanix
2021,9,6,7,58,62,4,0,0,834,409,4,2,68,2,2,0,0,0,0,0,75,51,0,0,4133,91,51,36,20,David,Nester,dnester,radicals
2022,1,1,1,5,5,0,0,0,75,19,0,0,6,0,0,0,0,0,0,0,0,0,15,4,1047,8,4,19,8,Nicholas,Betsch,nbetsch,alleycats
2022,0,1,0,9,10,1,0,0,121,-11,0,0,11,1,6,0,2,0,2,7077,2,0,68,6,3680,29,6,89,34,Terry,Gaither,tgaither,mechanix
2022,35,8,12,254,272,12,0,0,800,1752,23,15,223,5,12,0,166,6,130,996677,33,23,268,77,17864,154,100,319,144,Xavier,Payne,xpayne,alleycats
2023,6,0,3,46,55,7,0,0,121,395,0,0,42,0,1,0,13,0,12,70912,14,6,79,12,5963,63,18,123,57,Joe,Simonelli,jsimonell,mechanix
2023,8,13,4,73,77,3,0,0,804,321,3,3,75,0,9,0,34,3,31,210174,37,28,174,56,14465,149,82,237,127,Luke,Marks,lmarks,radicals
2015,20,4,6,73,88,14,0,0,0,0,0,0,77,3,22,0,196,18,174,926995,19,8,237,80,16107,227,88,356,216,Nick,Hutton,nhutton,alleycats
2023,4,9,6,50,57,7,0,0,620,333,2,1,51,0,22,0,2,1,1,7382,14,5,191,57,13362,122,62,243,124,William,Wettengel,wwettenge,alleycats
2023,19,11,18,165,173,8,0,0,561,1534,7,5,141,1,6,1,0,0,0,0,46,33,127,47,12144,145,78,189,106,Kelsen,Alexander,kalexande,radicals
2017,5,9,7,56,64,7,0,0,0,0,0,0,55,2,8,0,1,0,1,6098,24,8,199,50,12618,180,58,312,160,Colin,Ringwood,cringwood,alleycats
2023,3,2,2,28,28,0,0,0,210,99,0,0,25,0,4,0,0,0,0,0,1,0,107,33,7371,62,33,132,66,Will,Quigley,wquigley,alleycats
2017,13,17,13,106,109,3,0,0,0,0,0,0,126,1,12,1,0,0,0,0,87,60,117,49,11444,204,108,207,120,Thomas,Coolidge,tcoolidge,radicals
2019,1,0,0,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,16,11,732,15,11,19,15,David,Nester,dnester,radicals
2023,3,8,2,46,50,3,0,0,416,188,1,1,52,0,7,0,15,2,7,41718,19,10,151,42,10657,101,52,196,96,Fletcher,Hare,fhare,alleycats
2023,16,5,20,152,179,26,0,0,1043,1312,18,10,159,2,13,0,85,11,73,565979,105,65,150,54,17846,222,116,251,141,Kai,DeLorenzo,kdelorenz,radicals
2018,11,15,18,125,144,16,0,0,0,0,0,0,144,1,23,0,0,0,0,0,55,36,295,107,20204,285,143,415,244,Andrew,Meshnick,ameshnick,radicals
2022,7,22,12,86,91,5,0,0,1234,322,0,0,113,1,4,0,0,0,0,0,151,105,0,0,9449,187,105,79,45,Jack,Kelly,jkelly,radicals
2022,11,1,4,63,70,6,0,0,158,847,10,7,59,0,14,0,85,3,59,445113,5,1,173,53,10242,81,54,201,92,Nick,Hutton,nhutton,alleycats
2023,22,8,14,432,458,24,0,0,1047,2936,15,9,393,0,4,0,3,0,3,19962,166,95,32,9,13587,217,102,141,67,Victor,Luo,vluo,radicals
2017,8,21,6,57,68,10,0,0,0,0,0,0,73,4,14,0,2,0,2,15903,73,45,100,41,11028,197,86,201,131,Jacob,Fella,jfella,alleycats
2019,20,46,25,214,222,7,0,0,229,-1,0,0,266,2,5,0,0,0,0,0,248,184,44,26,18714,355,210,175,122,Rick,Gross,rgross,alleycats
2016,13,9,8,72,96,20,0,0,0,0,0,0,86,3,15,0,155,7,142,729046,30,10,188,69,13666,216,79,314,195,Nick,Hutton,nhutton,alleycats
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Max,Sample,msample,radicals
2021,0,1,0,3,3,0,0,0,55,39,0,0,4,0,0,0,0,0,0,0,0,0,26,10,1794,18,10,34,19,Matt,Gubernick,mgubernic,union
2016,1,3,6,27,28,1,0,0,0,0,0,0,24,4,3,0,0,0,0,0,12,11,68,28,4148,69,39,97,59,Kelsen,Alexander,kalexande,radicals
2023,1,3,2,5,5,0,0,0,132,11,0,0,8,0,0,0,0,0,0,0,0,0,38,14,2542,19,12,43,19,Matt,Grinde,mgrinde,radicals
2023,16,17,16,260,274,11,1,0,947,943,3,1,265,2,10,1,0,0,0,0,93,56,133,45,16498,193,99,220,117,Jake,Steslicki,jsteslick,union
2014,8,6,7,33,42,8,0,0,0,0,0,0,44,1,17,0,31,1,28,184882,18,4,171,47,10432,162,51,272,149,Nick,Hutton,,
2021,2,6,4,26,28,2,0,0,423,193,1,1,33,1,3,0,41,1,40,251939,38,21,84,22,8041,81,43,119,61,Jacob,Wham,jwham,radicals
2018,31,27,33,567,610,35,0,0,0,0,0,0,559,1,12,0,42,1,40,295158,305,229,96,29,25827,531,257,346,245,Travis,Carpenter,tcarpente,alleycats
2023,1,8,2,23,24,1,0,0,346,96,0,0,32,0,1,0,1,0,1,7346,18,16,64,19,5630,51,35,79,37,Jeffrey,Burris,jburris,alleycats
2021,0,1,4,10,12,1,0,0,178,34,0,0,12,1,3,0,0,0,0,0,3,0,43,22,3288,41,22,61,43,John,Tan,jtan1,radicals
2023,9,16,11,118,120,2,0,0,1310,361,1,0,136,3,1,0,0,0,0,0,131,84,2,0,8729,159,83,76,33,Avery,Johnson,ajohnson,radicals
2014,36,21,17,198,223,17,0,0,0,0,0,0,215,6,27,0,140,11,125,872945,177,106,197,50,21539,386,156,404,225,Travis,Carpenter,,
2014,30,29,13,131,153,17,0,0,0,0,0,0,171,5,32,0,9,0,9,54403,50,25,295,128,20839,351,151,470,314,Andrew,Meshnick,,
2023,2,6,3,32,32,0,0,0,399,65,1,1,38,0,1,0,0,0,0,0,57,28,12,2,5471,88,30,69,35,Brendan,Gessner,bgessner,mechanix
2023,0,0,0,2,2,0,0,0,11,6,0,0,1,0,1,0,0,0,0,0,0,0,7,0,510,1,0,8,1,Jack,Galle,jgalle,alleycats
2017,18,5,21,307,335,25,0,0,0,0,0,0,254,3,6,0,0,0,0,0,181,116,22,11,12720,284,127,173,114,Joey,Cari,jcari,alleycats
2023,8,12,10,75,80,4,0,0,753,392,5,3,81,2,4,0,0,0,0,0,58,39,96,31,10229,117,69,139,61,Conner,Henderson,chenderso,alleycats
2014,2,24,2,50,55,4,0,0,0,0,0,0,71,5,25,0,1,0,1,982,32,10,208,58,14170,215,68,338,190,Rick,Gross,,
2021,2,6,4,29,35,6,0,0,531,63,0,0,39,1,11,0,1,0,1,5861,39,27,113,17,9382,95,43,161,72,Jacob,Fella,jfella,alleycats
2014,11,3,12,94,105,9,0,0,0,0,0,0,85,2,11,0,0,0,0,0,22,14,135,61,10735,164,74,217,148,Joshua,Wilson,,
2018,4,4,2,24,26,2,0,0,0,0,0,0,29,0,0,0,1,0,0,0,27,19,33,11,3269,51,30,51,25,Carter,Rae,crae,hustle
2016,11,0,10,241,283,34,0,0,0,0,0,0,196,0,7,0,68,6,57,325805,94,43,142,26,14312,269,68,335,185,Xavier,Payne,xpayne,revolution
2012,9,2,0,34,38,4,0,0,0,0,0,0,40,1,9,0,0,0,0,0,15,11,11,2,0,0,0,0,0,Joey,Cari,,
2018,45,32,26,195,228,30,0,0,0,0,0,0,255,4,7,0,3,0,3,20639,263,199,31,11,20004,415,209,227,165,Levi,Jacobs,ljacobs,alleycats
2023,7,5,9,186,196,8,0,0,637,864,3,2,178,2,3,1,0,0,0,0,119,67,0,0,9406,149,66,78,34,Wyatt,Mekler,wmekler,union
2015,34,39,27,150,179,25,0,0,0,0,0,0,202,6,35,0,6,0,5,33729,88,59,357,141,25925,427,200,560,348,Andrew,Meshnick,ameshnick,radicals
2018,17,3,9,249,292,36,0,0,0,0,0,0,189,1,6,0,210,26,163,1107432,89,33,218,48,18391,266,81,383,181,Xavier,Payne,xpayne,nightwatch
2018,12,7,17,143,149,5,0,0,0,0,0,0,154,6,9,0,0,0,0,0,102,76,105,35,13311,216,111,206,116,Thomas,Coolidge,tcoolidge,radicals
2023,1,0,0,1,1,0,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,7,1,336,2,1,8,2,Hunter,Latson,hlatson,union
2022,26,13,14,192,208,14,0,0,1255,1597,17,9,208,2,10,0,32,1,31,234427,116,70,126,32,15735,207,102,230,122,Kevin,Pettit-Scantling,kpettitsc,radicals
2022,26,13,14,192,208,14,0,0,1255,1597,17,9,208,2,10,0,32,1,31,234427,116,70,126,32,15735,207,102,230,122,Kevin,Pettit-Scantling,kpettitsc,allstars1
2016,3,3,4,31,34,2,0,0,0,0,0,0,33,0,1,0,4,0,4,26958,19,9,79,15,5706,67,24,120,51,Carter,Rae,crae,nightwatch
2021,7,4,6,58,63,4,0,0,456,656,10,7,62,0,9,0,0,0,0,0,49,25,157,48,13317,140,73,216,106,Andrew,Meshnick,ameshnick,radicals
2018,24,21,17,151,165,12,0,0,0,0,0,0,177,3,25,0,15,3,12,62344,46,26,292,105,20099,277,131,419,243,Kevin,Pettit-Scantling,kpettitsc,radicals
2023,2,1,0,10,12,0,0,0,143,46,0,0,12,0,1,0,0,0,0,0,5,3,36,5,2805,28,8,56,25,Riley,Ulmer,rulmer,mechanix
2022,0,0,1,9,16,6,0,0,209,81,2,0,17,1,1,0,8,0,7,38054,6,2,101,11,6363,48,13,135,47,Trevor,Polisuk-Balfour,tpolisukb,mechanix
2023,8,18,10,118,127,9,0,0,1268,411,2,2,144,2,1,0,0,0,0,0,132,79,4,0,8961,156,77,77,32,Jack,Kelly,jkelly,radicals
2021,0,1,0,0,1,1,0,0,40,0,0,0,2,0,1,0,0,0,0,0,3,0,19,4,1652,14,4,28,10,Chris,Ellis,cellis,mechanix
2023,3,1,1,9,9,0,0,0,134,25,0,0,6,0,1,0,0,0,0,0,0,0,41,11,2488,20,11,50,22,Joel,Close,jclose,alleycats
2023,26,31,20,322,347,24,1,0,3143,1502,10,7,367,4,11,1,4,0,1,5546,264,141,12,1,19676,339,141,202,99,Jake,Kenniv,jkenniv,mechanix
2021,3,10,9,45,51,4,0,0,766,478,4,3,61,0,0,0,0,0,0,0,44,26,58,15,8198,85,41,101,45,Ted,Schewe,tschewe,radicals
2018,34,61,29,252,282,26,0,0,0,0,0,0,336,2,8,0,1,0,1,5349,315,239,53,18,23683,510,256,287,213,Cameron,Brock,cbrock,alleycats
2018,8,27,4,56,64,5,0,0,0,0,0,0,83,3,29,0,0,0,0,0,19,4,281,98,18256,236,102,394,227,Sterling,Knoche,sknoche,radicals
2023,1,2,3,52,58,6,0,0,156,235,2,1,55,0,2,0,2,0,1,5162,38,11,34,4,4597,72,15,89,38,Justin,Wollin,jwollin,mechanix
2013,17,7,0,145,158,12,1,0,0,0,0,0,140,3,19,0,16,2,0,0,44,25,204,68,0,0,0,0,0,Joshua,Wilson,,
2022,0,2,1,10,11,1,0,0,163,32,0,0,13,0,6,0,0,0,0,0,2,0,154,49,9559,91,49,195,97,John,Jones,jjones,union
2015,13,24,16,113,122,7,1,0,0,0,0,0,142,1,18,0,1,0,1,1883,90,59,205,61,17051,281,120,344,202,Rick,Gross,rgross,alleycats
2021,22,5,16,235,246,10,0,0,605,1781,9,6,189,0,4,0,77,3,74,562263,47,30,192,65,14962,167,95,256,130,Joshua,Wilson,jwilson,radicals
2022,45,29,23,218,241,21,0,0,3468,2091,28,19,269,3,3,0,0,0,0,0,296,201,0,0,18573,343,201,137,55,Levi,Jacobs,ljacobs,alleycats
2019,11,2,19,441,473,27,0,0,0,0,0,0,391,3,4,0,1,0,1,4913,165,84,48,9,16546,260,93,204,106,David,Innis,dinnis,mechanix
2017,4,13,4,55,55,0,0,0,0,0,0,0,68,3,1,0,0,0,0,0,84,64,4,2,4500,110,66,43,26,Avery,Johnson,ajohnson,radicals
2023,3,1,1,22,30,6,0,0,161,129,1,0,25,0,1,0,0,0,0,0,5,1,105,22,6941,60,23,142,58,Colin,Fremeau,cfremeau,mechanix
2017,3,9,1,22,24,2,0,0,0,0,0,0,30,1,14,0,0,0,0,0,30,16,173,49,10398,158,65,259,130,John,Jones,jjones,alleycats
2023,7,6,1,33,39,6,0,0,319,418,6,4,31,4,5,0,95,9,71,422289,20,9,132,21,8738,82,30,184,71,Dylan,Hall,dhall,mechanix
2023,25,25,17,197,209,10,0,0,3131,1158,10,6,233,0,2,0,0,0,0,0,242,169,5,2,17157,286,171,119,57,Levi,Jacobs,ljacobs,alleycats
2021,18,27,10,154,171,13,0,1,1245,751,6,1,175,3,21,0,19,1,18,115158,49,25,230,83,18074,208,108,319,177,Kevin,Pettit-Scantling,kpettitsc,radicals
2019,3,5,10,111,116,4,0,0,0,0,0,0,77,2,1,0,0,0,0,0,90,60,8,4,6882,137,64,75,49,Tom,Annen,tannen,radicals
2022,19,33,25,228,247,17,0,0,3039,1328,6,5,276,5,3,0,0,0,0,0,295,164,3,0,18204,373,164,210,93,Jack,Havey,jhavey,mechanix
2017,0,0,1,11,11,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,1,0,27,8,1892,29,8,45,29,Jack,Kelly,jkelly,radicals
2017,4,1,3,26,35,7,0,0,0,0,0,0,33,0,3,0,5,0,5,34180,2,1,64,18,3808,55,19,96,54,Victor,Luo,vluo,radicals
2019,0,2,0,13,16,3,0,0,0,0,0,0,16,2,5,0,0,0,0,0,7,4,87,15,5121,56,18,121,54,John,Jones,jjones,alleycats
2023,3,3,14,133,136,2,0,0,873,573,2,2,133,1,1,0,0,0,0,0,126,72,0,0,9051,156,71,82,37,Thomas,Coolidge,tcoolidge,radicals
2014,1,4,3,7,9,2,0,0,0,0,0,0,13,0,5,0,0,0,0,0,1,0,39,14,2171,29,14,51,28,Levi,Jacobs,,
2023,1,10,1,25,27,2,1,0,498,7,0,0,36,1,5,0,0,0,0,0,31,20,92,34,8017,100,51,135,73,Nico,Ranabhat,nranabhat,radicals
2019,2,2,0,22,26,4,0,0,0,0,0,0,24,1,2,0,1,0,1,4819,8,3,67,12,4076,52,15,98,46,Jeremy,Keusch,jkeusch,alleycats
2023,1,5,1,24,25,1,0,0,402,50,0,0,30,1,12,0,10,3,7,36608,14,4,133,22,8537,82,26,185,81,Malachi,Neil,mneil,mechanix
2023,2,19,11,114,119,5,0,0,1639,545,0,0,138,4,3,0,0,0,0,0,166,89,1,0,11681,212,89,120,56,Daniel,Robinson,drobinson1,mechanix
2015,9,10,12,184,200,12,0,0,0,0,0,0,175,1,7,0,0,0,0,0,112,83,17,8,8295,178,91,101,71,Tom,Annen,tannen,radicals
2018,3,1,0,15,23,7,0,0,0,0,0,0,18,0,4,0,8,0,8,42158,3,1,32,9,2051,46,10,67,43,Jacob,Fella,jfella,alleycats
2022,20,59,23,242,251,5,1,0,3563,1251,3,2,309,5,2,0,0,0,0,0,310,208,14,2,20274,366,210,165,71,Cameron,Brock,cbrock,alleycats
2022,20,59,23,242,251,5,1,0,3563,1251,3,2,309,5,2,0,0,0,0,0,310,208,14,2,20274,366,210,165,71,Cameron,Brock,cbrock,allstars1
2017,1,3,5,41,45,4,0,0,0,0,0,0,37,3,7,0,5,0,0,0,16,6,83,25,6499,87,31,131,72,Joshua,Wilson,jwilson,radicals
2022,15,7,10,195,214,17,0,0,695,1633,9,6,152,2,1,0,0,0,0,0,102,64,15,6,7814,141,69,85,45,Henry,Goldenberg,hgoldenbe,radicals
2023,0,2,1,13,14,0,0,0,89,66,0,0,15,0,2,0,0,0,0,0,0,0,72,22,5677,40,21,89,41,John,Jones,jjones,union
2014,14,20,26,222,236,12,0,0,0,0,0,0,246,6,10,0,0,0,0,0,162,121,60,30,15065,306,150,204,148,Thomas,Coolidge,,
2022,1,3,1,7,7,0,0,0,118,65,1,1,9,0,2,0,13,1,12,87731,4,4,45,15,3362,25,19,51,25,John,Tan,jtan1,radicals
2015,13,13,7,65,74,7,0,0,0,0,0,0,81,0,13,0,9,0,7,46382,33,23,174,67,12009,202,90,275,174,Kevin,Pettit-Scantling,kpettitsc,radicals
2022,31,19,21,367,398,26,0,0,1683,3610,23,17,278,5,4,0,23,1,22,140557,238,130,54,8,16828,312,138,225,89,Chris,Walsh,cwalsh,mechanix
2021,16,1,7,105,122,16,0,0,226,983,12,6,77,1,4,0,0,0,0,0,15,6,143,40,10437,108,44,204,103,Carter,Rae,crae,alleycats
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin,Pettit-Scantling,kpettitsc,radicals
2022,1,3,0,5,5,0,0,0,149,36,1,1,8,1,1,0,0,0,0,0,14,9,0,0,1092,21,8,12,7,Ted,Schewe,tschewe,radicals
